Stop_distance_mm,Right_distance_mm,Left_distance_mm,Decision,Moving_distance_mm
0.469289512,31,39,left,11
0.327800673,25,37,left,12
0.474434464,27,31,left,12
0.119147215,25,31,left,10
0.581043341,32,44,left,12
0.953658357,31,33,left,15
0.312848019,28,45,left,14
0.726524281,26,38,left,12
0.267047628,32,27,right,14
0.144145945,34,34,left,12
0.505776477,25,30,left,10
0.378172752,34,35,left,13
0.922587161,31,35,left,12
0.324026979,25,36,left,15
0.699546642,29,31,left,13
0.862625082,32,25,right,11
0.942585268,26,45,left,13
0.124439279,33,26,right,14
0.965808255,28,29,left,12
0.216680814,27,35,left,11
0.173927682,27,39,left,10
0.921642991,30,25,right,15
0.927031432,34,30,right,12
0.530514455,25,39,left,10
0.671888442,34,45,left,15
0.430932707,31,42,left,14
0.580271307,30,36,left,11
0.969268921,27,25,right,14
0.753148788,25,28,left,15
0.19125284,34,43,left,11
0.406150188,35,35,left,10
0.230495524,27,36,left,11
0.365827193,27,43,left,11
0.520851534,33,41,left,12
0.024715233,28,36,left,12
0.218421812,35,31,right,13
0.534079823,25,26,left,13
0.327478231,28,45,left,14
0.045155796,32,34,left,10
0.401728599,29,34,left,14
0.803973747,25,36,left,14
0.654061925,25,31,left,14
0.473519555,29,33,left,12
0.263334131,25,37,left,11
0.024767279,28,26,right,13
0.061551902,29,44,left,10
0.874061057,33,42,left,10
0.504966484,27,29,left,10
0.138628936,34,26,right,11
0.693870947,28,27,right,12
0.332002441,25,43,left,11
0.844850171,30,29,right,14
0.400126926,33,42,left,11
0.166305009,28,32,left,10
0.476373143,29,37,left,13
0.637740153,27,25,right,11
0.024833923,32,28,right,11
0.28494112,28,32,left,11
0.091778425,28,34,left,14
0.013963249,27,40,left,10
0.005286798,27,42,left,10
0.813603786,25,45,left,13
0.761709065,34,40,left,15
0.469916802,27,27,left,15
0.680423305,31,32,left,13
0.472082059,28,25,right,10
0.093015157,30,35,left,11
0.268832571,28,45,left,11
0.603722511,27,44,left,10
0.990117317,25,39,left,12
0.566764103,31,38,left,13
0.542271055,33,27,right,13
0.684277555,30,38,left,14
0.304720708,30,35,left,15
0.90499477,34,28,right,12
0.850464916,32,36,left,10
0.398271569,33,38,left,11
0.773618266,34,30,right,14
0.873799912,26,29,left,13
0.818279857,29,28,right,10
0.213337902,31,45,left,15
0.90761644,27,36,left,13
0.379735368,35,37,left,11
0.558845608,29,28,right,10
0.758988078,28,42,left,15
0.020295022,27,29,left,11
0.100933687,30,25,right,11
0.226132052,25,33,left,10
0.542420191,32,45,left,11
0.40005275,33,30,right,12
0.418871188,33,40,left,11
0.250973337,32,38,left,10
0.4512544,30,27,right,13
0.605525364,34,31,right,12
0.463661308,27,28,left,15
0.752833193,30,33,left,12
0.217219701,34,26,right,15
0.256035428,35,33,right,13
0.346564725,30,32,left,10
0.157223398,27,35,left,15
0.322779212,27,37,left,12
0.763815698,35,29,right,15
0.417712567,32,30,right,15
0.315075501,31,44,left,10
0.662815053,31,42,left,14
0.965098924,27,44,left,13
0.83337345,29,26,right,13
0.346631663,31,39,left,11
0.776594124,30,26,right,14
0.242605185,30,41,left,13
0.298738292,35,26,right,11
0.361609877,31,30,right,12
0.493839395,31,29,right,14
0.235490085,33,33,left,15
0.70531976,33,36,left,14
0.246743615,25,43,left,15
0.481138728,32,43,left,12
0.335057717,25,41,left,11
0.052428418,28,26,right,11
0.537063601,34,26,right,11
0.551974112,26,43,left,12
0.898623956,31,35,left,14
0.020079283,34,26,right,13
0.643026595,25,29,left,11
0.111500011,34,37,left,15
0.572483723,34,45,left,15
0.543157769,33,31,right,11
0.280442115,35,37,left,10
0.099452565,30,45,left,12
0.750593523,29,43,left,11
0.067031467,30,25,right,10
0.330211076,27,26,right,11
0.124114092,28,30,left,10
0.147881105,28,29,left,10
0.095840461,27,38,left,12
0.405840937,27,31,left,13
0.977099723,35,26,right,15
0.122926215,31,30,right,15
0.614040971,30,37,left,12
0.222260934,33,42,left,14
0.454203107,32,37,left,11
0.586268519,32,34,left,14
0.487305988,27,37,left,13
0.348514214,30,33,left,10
0.893587112,32,41,left,12
0.906732546,29,37,left,13
0.706317529,33,31,right,14
0.491092044,35,29,right,11
0.91652003,26,39,left,14
0.153692888,27,26,right,13
0.929531569,28,39,left,14
0.52273898,27,40,left,10
0.942024353,27,38,left,13
0.384397791,31,28,right,12
0.807952401,31,30,right,10
0.254010701,26,30,left,14
0.917438562,35,30,right,15
0.578866482,35,28,right,15
0.211597808,34,42,left,13
0.224145244,28,44,left,10
0.545239178,34,29,right,11
0.601796549,31,41,left,15
0.065574998,25,41,left,10
0.441876068,30,27,right,15
0.574926904,35,35,left,14
0.862816076,32,31,right,13
0.047371088,26,29,left,11
0.293115912,25,38,left,14
0.49291368,29,32,left,11
0.960461562,33,32,right,14
0.572178125,32,37,left,12
0.964157496,25,42,left,13
0.097662122,32,31,right,13
0.410890811,27,27,left,13
0.580542588,31,31,left,15
0.005287448,27,30,left,13
0.554219422,26,38,left,14
0.545793361,32,33,left,10
0.943335395,32,45,left,13
0.400323094,28,27,right,14
0.749195528,27,25,right,15
0.749895706,29,33,left,10
0.302738532,25,45,left,12
0.865509859,31,36,left,15
0.456377001,30,45,left,12
0.409784117,29,35,left,11
0.215259241,25,31,left,14
0.810377383,34,32,right,12
0.307560131,26,37,left,15
0.203559698,25,34,left,10
0.836697373,34,31,right,12
0.907049883,26,36,left,13
0.460069223,32,45,left,14
0.124724928,25,36,left,11
0.768573325,35,25,right,10
0.686371531,30,31,left,11
0.239256316,33,35,left,13
0.614831166,25,45,left,15
0.427164807,26,27,left,13
0.310058278,25,45,left,13
0.664045506,35,36,left,12
0.375774532,33,45,left,13
0.169566237,28,45,left,11
0.073367724,26,37,left,10
0.682461584,30,38,left,15
0.693567623,33,28,right,12
0.181298769,26,37,left,15
0.053059531,27,43,left,14
0.067810879,34,26,right,12
0.932655554,28,43,left,13
0.968050388,31,45,left,11
0.765967077,27,43,left,10
0.278206964,29,44,left,15
0.165535865,30,30,left,13
0.607565773,30,34,left,12
0.740762114,32,26,right,10
0.831150734,29,31,left,11
0.702557119,33,41,left,13
0.488751176,30,35,left,13
0.216874268,25,36,left,15
0.963567499,25,28,left,14
0.78610618,25,40,left,11
0.523018908,35,26,right,12
0.663150632,28,43,left,14
0.022541078,32,35,left,14
0.030406303,30,39,left,12
0.044397849,35,28,right,12
0.770006671,28,34,left,12
0.613988632,29,29,left,10
0.862217962,31,34,left,11
0.788464005,33,28,right,12
0.289935843,32,39,left,13
0.419829626,33,44,left,14
0.093539091,33,26,right,11
0.740059776,34,40,left,10
0.943183381,31,29,right,15
0.276276265,29,36,left,10
0.051946394,33,45,left,14
0.859931173,25,27,left,12
0.208836841,25,30,left,12
0.329957624,31,43,left,14
0.120470784,34,41,left,15
0.128729459,25,39,left,15
0.759266485,32,36,left,14
0.79786254,31,25,right,15
0.579226055,33,43,left,13
0.742528825,28,34,left,10
0.745551202,25,44,left,10
0.586675136,26,35,left,11
0.881544951,34,26,right,13
0.300201999,29,25,right,10
0.777464542,28,41,left,10
0.139209705,25,25,left,11
0.714252093,30,28,right,14
0.990979011,30,42,left,13
0.234913892,35,42,left,10
0.353708524,35,38,left,13
0.394444559,27,42,left,12
0.447738058,33,33,left,15
0.976041091,32,32,left,12
0.643421091,33,26,right,10
0.583323313,28,31,left,15
0.162039973,29,45,left,12
0.786686378,26,31,left,10
0.70019109,29,39,left,10
0.961292557,34,42,left,13
0.020744617,28,32,left,15
0.629075969,25,35,left,14
0.555032699,35,42,left,14
0.462001738,31,41,left,15
0.590386041,34,39,left,10
0.376543324,32,44,left,12
0.063543976,26,26,left,14
0.827457459,32,26,right,10
0.037640423,33,39,left,12
0.753448734,30,45,left,14
0.023587091,30,42,left,12
0.267761675,29,39,left,10
0.411035641,34,43,left,10
0.900165411,32,41,left,13
0.189724077,30,31,left,15
0.639263558,35,44,left,12
0.001603535,28,41,left,13
0.927375428,30,28,right,14
0.44044856,35,38,left,12
0.316909722,26,30,left,13
0.937560022,28,41,left,11
0.197081865,32,40,left,14
0.257786711,27,33,left,14
0.939132593,30,37,left,11
0.047026592,34,26,right,10
0.463711453,35,33,right,14
0.510092268,29,28,right,15
0.68722039,35,38,left,12
0.996721123,27,37,left,11
0.036656188,26,33,left,15
0.678471236,29,27,right,10
0.915596447,34,37,left,13
0.979560353,28,32,left,11
0.068507939,31,45,left,10
0.26364989,27,28,left,13
0.009012043,28,32,left,15
0.211629596,35,25,right,14
0.520053739,30,37,left,13
0.543260683,29,36,left,15
0.478772609,28,42,left,14
0.594057523,33,31,right,11
0.731293166,28,30,left,12
0.951186211,35,29,right,14
0.760657727,28,42,left,15
0.523128844,34,42,left,13
0.779841504,35,26,right,11
0.625700691,29,32,left,15
0.854090033,25,32,left,12
0.886754747,30,27,right,10
0.522318915,25,38,left,10
0.951276578,34,39,left,13
0.205202468,32,38,left,12
0.400240385,28,41,left,11
0.452371244,27,39,left,10
0.574709886,28,28,left,13
0.470946294,30,41,left,13
0.153487902,32,27,right,11
0.83693417,29,35,left,10
0.90781272,25,33,left,15
0.376467126,27,39,left,13
0.893160103,26,34,left,11
0.40427857,30,45,left,11
0.040574117,29,31,left,11
0.77227916,34,42,left,15
0.822949054,28,43,left,10
0.006108348,35,30,right,10
0.803691914,27,39,left,13
0.002330045,25,34,left,12
0.614492268,34,45,left,10
0.590113541,30,28,right,15
0.466532081,35,32,right,14
0.475057495,32,35,left,10
0.02120749,34,40,left,14
0.699574246,27,26,right,10
0.360191092,32,35,left,10
0.19852138,25,45,left,15
0.065021935,27,29,left,12
0.501947224,35,25,right,11
0.439842469,29,40,left,11
0.704249677,25,35,left,12
0.196074933,28,42,left,12
0.577969976,30,29,right,14
0.719540913,28,29,left,12
0.134829502,26,37,left,15
0.693814348,28,25,right,11
0.557348315,29,27,right,10
0.489543627,30,33,left,10
0.099170014,27,30,left,15
0.756717975,35,26,right,14
0.607131968,30,25,right,10
0.507114203,28,45,left,15
0.929093939,34,28,right,13
0.977525543,34,28,right,15
0.051322766,27,34,left,12
0.690359739,33,34,left,12
0.875540749,33,44,left,14
0.172143724,27,45,left,15
0.861711805,30,31,left,12
0.781701153,27,35,left,14
0.037831089,25,27,left,15
0.617881137,31,29,right,14
0.705348418,25,26,left,14
0.976192364,33,32,right,10
0.821498051,33,39,left,12
0.778803121,34,35,left,14
0.473374307,34,33,right,12
0.562754567,35,25,right,10
0.057109291,32,36,left,11
0.408506641,28,29,left,15
0.536782498,25,35,left,12
0.974194995,32,28,right,11
0.469201781,29,42,left,10
0.447797611,35,44,left,12
0.563857589,34,34,left,11
0.176451044,28,40,left,12
0.225487233,30,27,right,11
0.222841237,31,31,left,12
0.306592555,28,45,left,13
0.756882311,34,40,left,10
0.003631414,27,28,left,13
0.312944683,32,27,right,11
0.525575417,25,31,left,14
0.445843951,27,34,left,10
0.194899278,35,29,right,15
0.22922724,29,25,right,15
0.091613394,25,44,left,10
0.965016789,34,39,left,11
0.299140179,35,25,right,13
0.055778333,31,36,left,12
0.659624678,35,37,left,13
0.28579085,31,27,right,14
0.848239727,30,37,left,14
0.063856306,25,36,left,11
0.584276566,29,38,left,14
0.335334518,34,41,left,10
0.501222652,29,30,left,15
0.533545154,32,43,left,12
0.225283717,31,40,left,14
0.539203343,25,31,left,14
0.883985953,35,26,right,10
0.88675313,34,38,left,13
0.720542659,28,31,left,15
0.565345555,29,26,right,14
0.839827716,29,38,left,10
0.740343129,25,42,left,14
0.242171781,29,40,left,15
0.203294299,31,38,left,11
0.993443902,29,43,left,12
0.776475629,33,38,left,12
0.576086048,26,29,left,12
0.299617951,25,29,left,12
0.352220885,27,36,left,12
0.464850394,33,36,left,12
0.847881831,32,42,left,15
0.286523662,25,43,left,12
0.20642464,32,26,right,12
0.821299089,32,33,left,15
0.505704127,35,27,right,14
0.463730207,35,42,left,14
0.10219391,35,40,left,10
0.329257596,26,38,left,10
0.501650631,25,35,left,12
0.961849607,33,27,right,13
0.184052875,25,30,left,15
0.245193053,26,39,left,13
0.949925235,34,38,left,15
0.401982092,29,39,left,13
0.217094551,30,27,right,10
0.826499598,32,25,right,12
0.490579244,27,42,left,10
0.164915427,29,28,right,10
0.458601695,25,31,left,12
0.374310734,25,40,left,13
0.596527577,26,32,left,12
0.308964178,30,28,right,10
0.624995277,32,25,right,13
0.341181791,30,31,left,12
0.577738843,33,35,left,15
0.280234498,32,43,left,11
0.892212394,35,39,left,12
0.709285682,31,42,left,14
0.090314626,29,43,left,14
0.314520039,34,36,left,10
0.523080121,30,36,left,12
0.248500815,27,26,right,10
0.400644185,25,42,left,15
0.307302897,26,38,left,13
0.83147174,30,36,left,13
0.411565253,30,37,left,12
0.282605142,30,44,left,11
0.770519874,35,42,left,10
0.873030065,28,37,left,10
0.569243943,26,38,left,15
0.622188599,32,38,left,15
0.942312542,29,45,left,12
0.904271685,27,45,left,12
0.779282138,27,26,right,10
0.195831049,33,31,right,10
0.780116655,28,31,left,12
0.573162493,32,28,right,14
0.453780545,26,27,left,10
0.91084277,28,34,left,13
0.766069762,27,35,left,10
0.616702577,29,35,left,11
0.844365134,32,34,left,15
0.36912596,32,45,left,12
0.65632423,35,36,left,13
0.084378825,34,34,left,14
0.841809557,33,25,right,10
0.441660416,29,45,left,12
0.556668529,33,28,right,14
0.875296072,31,25,right,12
0.293689357,28,28,left,15
0.352111211,30,42,left,15
0.202204811,27,31,left,11
0.101182536,25,43,left,10
0.313631984,29,43,left,10
0.261985502,30,34,left,13
0.030168173,32,35,left,14
0.792614603,35,28,right,14
0.445108514,34,34,left,13
0.752754219,26,36,left,14
0.58468812,35,45,left,11
0.393765751,32,44,left,13
0.608977579,33,26,right,15
0.227768404,32,32,left,10
0.039241099,33,44,left,14
0.522977572,27,44,left,10
0.98681835,25,31,left,13
0.01928465,28,38,left,11
0.304293158,28,38,left,12
0.558318563,35,34,right,12
0.322139294,32,32,left,14
0.181893445,27,37,left,15
0.848014827,27,31,left,14
0.894251278,32,39,left,12
0.123257608,29,36,left,15
0.234160742,29,37,left,10
0.740030698,32,29,right,12
0.072881058,25,33,left,14
0.022086778,25,37,left,15
0.313250732,28,44,left,14
0.930456983,32,31,right,10
0.626678732,28,36,left,14
0.557445171,32,41,left,13
0.035938755,29,31,left,14
0.975414336,30,36,left,11
0.41477695,30,44,left,14
0.549667617,27,41,left,11
0.427484372,26,29,left,15
0.252856654,27,31,left,13
0.621803178,33,35,left,12
0.275498008,31,45,left,11
0.948006213,30,27,right,15
0.207129286,35,25,right,14
0.638122932,30,31,left,15
0.320014494,26,31,left,14
0.156352331,30,38,left,15
0.538761291,32,33,left,11
0.004516603,32,40,left,11
0.888188793,35,40,left,10
0.325619176,33,30,right,10
0.252819077,32,37,left,11
0.337908939,29,45,left,12
0.754146482,29,45,left,13
0.598722603,27,37,left,13
0.665707244,28,44,left,13
0.421834954,26,26,left,10
0.510639999,30,29,right,14
0.841620583,33,34,left,10
0.455380843,34,39,left,11
0.803891159,33,36,left,13
0.424078714,34,41,left,14
0.835469818,30,34,left,15
0.299829932,28,26,right,12
0.942784243,35,41,left,12
0.664997966,29,43,left,13
0.039348646,28,40,left,14
0.106676889,32,29,right,11
0.852132314,29,30,left,11
0.982083506,28,32,left,10
0.636872482,35,40,left,10
0.29106528,35,45,left,10
0.878466239,29,34,left,10
0.439001452,31,44,left,11
0.6906437,25,38,left,11
0.483543985,25,43,left,14
0.940909993,27,32,left,10
0.404525217,26,29,left,12
0.225347423,29,38,left,12
0.842394557,26,26,left,15
0.767983495,31,43,left,14
0.48220528,30,42,left,14
0.852749738,31,43,left,14
0.613353191,32,40,left,11
0.754320764,31,43,left,11
0.336981763,33,34,left,11
0.72678135,32,35,left,14
0.974168552,31,45,left,14
0.831412926,29,28,right,15
0.991898092,31,45,left,12
0.039991593,25,32,left,13
0.116904187,28,29,left,11
0.292428775,29,25,right,15
0.46799244,28,41,left,11
0.510480825,27,38,left,15
0.249013104,30,33,left,14
0.422062768,35,30,right,15
0.646636298,33,42,left,10
0.053289012,32,37,left,13
0.453023184,33,25,right,10
0.728680468,26,41,left,13
0.868884417,34,39,left,11
0.135142223,26,31,left,12
0.580589811,26,29,left,11
0.137120732,28,32,left,10
0.114099778,31,33,left,15
0.543132723,35,33,right,11
0.490751411,28,39,left,14
0.494504035,28,43,left,12
0.441304899,35,32,right,11
0.436110213,31,25,right,12
0.467922667,29,29,left,10
0.895911393,28,29,left,11
0.284978525,30,41,left,11
0.880333563,27,30,left,14
0.948867212,31,29,right,10
0.677325126,26,35,left,11
0.231598763,30,29,right,14
0.086062306,34,40,left,10
0.908221445,31,42,left,13
0.864937596,27,32,left,13
0.367628611,30,31,left,14
0.278716918,34,33,right,13
0.290016592,28,39,left,14
0.619817429,31,34,left,14
0.68393806,26,39,left,11
0.545394186,25,32,left,11
0.946673679,31,40,left,12
0.915282928,26,25,right,13
0.983370477,28,38,left,10
0.503295101,26,26,left,15
0.762386821,31,29,right,15
0.670962097,30,42,left,10
0.015671785,26,34,left,10
0.188453717,30,33,left,12
0.523945435,32,31,right,11
0.093275939,29,27,right,12
0.446393747,28,34,left,11
0.068223249,34,37,left,14
0.08625604,29,44,left,13
0.768942687,33,37,left,14
0.001889252,32,42,left,15
0.446090882,33,31,right,14
0.386929732,32,36,left,12
0.358477575,28,37,left,11
0.561668627,29,37,left,13
0.68859905,27,32,left,10
0.199213872,30,33,left,11
0.237088822,29,36,left,15
0.25698133,33,36,left,11
0.371445149,30,27,right,10
0.091792249,30,44,left,12
0.073040659,31,39,left,15
0.835046085,31,44,left,15
0.433303391,35,38,left,14
0.063288716,35,45,left,15
0.619653578,29,27,right,10
0.448910897,26,34,left,13
0.406628604,31,41,left,10
0.769321919,35,32,right,11
0.166934013,34,31,right,11
0.042951208,31,35,left,15
0.657986145,35,39,left,12
0.97730021,25,38,left,13
0.344310766,27,26,right,15
0.114515426,33,45,left,12
0.595713986,33,32,right,11
0.563422664,26,36,left,15
0.818005738,34,40,left,15
0.707431984,26,35,left,11
0.801320718,31,28,right,14
0.914151204,34,33,right,11
0.968839537,29,45,left,14
0.367969888,31,31,left,15
0.37246477,26,33,left,12
0.229812778,30,34,left,10
0.849784987,35,39,left,11
0.122959443,32,35,left,15
0.683332916,31,44,left,13
0.218795279,26,30,left,12
0.713690213,25,28,left,14
0.373661708,25,25,left,12
0.488796676,28,29,left,12
0.411833829,25,45,left,15
0.182560677,34,38,left,10
